Z:\Research\GameTheory>g++ stablevoting_fast.cpp -Wall && a.exe
[PROGRESS] perms_done=23370194 fails=221469604 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23373513 fails=221501954 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23376736 fails=221534184 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23380106 fails=221567884 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23383100 fails=221597824 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23386689 fails=221631168 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23390195 fails=221663586 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23393808 fails=221694606 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23397257 fails=221725856 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23400000 fails=221751844 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23403798 fails=221786248 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23407458 fails=221821406 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23412182 fails=221867466 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23416684 fails=221912134 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23421076 fails=221956054 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23425345 fails=221998744 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23429704 fails=222037290 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23434002 fails=222075332 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23438471 fails=222115872 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23443347 fails=222161102 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23448358 fails=222209040 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23450000 fails=222225100 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23456362 fails=222287920 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23462642 fails=222350720 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23467891 fails=222399824 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23472650 fails=222442904 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23477457 fails=222486810 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23482568 fails=222534052 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23487966 fails=222585016 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23493882 fails=222642602 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23500000 fails=222703710 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23506978 fails=222772516 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23511726 fails=222815818 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23516171 fails=222855668 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23520721 fails=222896796 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23526033 fails=222946532 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23531761 fails=223001646 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23538377 fails=223067012 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23545807 fails=223141312 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23550000 fails=223178454 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23554099 fails=223215238 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23558440 fails=223255018 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23563094 fails=223298514 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23567929 fails=223344214 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23573575 fails=223398836 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23580369 fails=223466464 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23587500 fails=223536976 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23590873 fails=223566316 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23593841 fails=223592444 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23596775 fails=223620178 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23600000 fails=223648026 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23602711 fails=223674214 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23606075 fails=223704944 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23609185 fails=223734412 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23612174 fails=223763684 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23615168 fails=223792796 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23617852 fails=223819636 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23620583 fails=223846946 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23623210 fails=223873216 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23625902 fails=223900136 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23629007 fails=223927796 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23631963 fails=223955558 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23635282 fails=223983870 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23638024 fails=224010064 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23641390 fails=224040036 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23644636 fails=224069562 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23647478 fails=224097316 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23650000 fails=224120574 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23652922 fails=224149402 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23656040 fails=224179858 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23658751 fails=224206968 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23661546 fails=224234918 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23664242 fails=224261878 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23667026 fails=224289718 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23670440 fails=224319070 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23673138 fails=224345010 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23676530 fails=224374412 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23679636 fails=224402074 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23682758 fails=224432058 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23686346 fails=224464338 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23689500 fails=224494540 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23692852 fails=224527148 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23696044 fails=224558240 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23698937 fails=224587170 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23700000 fails=224597800 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23703014 fails=224627940 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23705824 fails=224656040 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23708956 fails=224685338 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23712294 fails=224715552 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23715654 fails=224744514 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23718622 fails=224772832 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23722130 fails=224804120 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23725588 fails=224835472 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23729088 fails=224869380 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23732962 fails=224906590 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23736416 fails=224940302 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23739732 fails=224973462 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23743225 fails=225008392 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23746262 fails=225038762 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23749968 fails=225072432 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23750000 fails=225072716 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23753476 fails=225105714 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23757147 fails=225137266 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23760755 fails=225169326 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23764325 fails=225203326 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23768042 fails=225237982 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23772434 fails=225279748 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23776791 fails=225322522 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23781088 fails=225365492 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23785523 fails=225409842 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23790196 fails=225453446 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23794734 fails=225494772 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23799514 fails=225538340 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23800000 fails=225542286 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23804886 fails=225587460 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23809955 fails=225635212 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23815522 fails=225689150 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23822266 fails=225756278 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23829371 fails=225826774 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23834242 fails=225870880 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23838924 fails=225913032 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23843946 fails=225958850 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23849503 fails=226010776 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23850000 fails=226015398 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23855968 fails=226072980 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23863761 fails=226150638 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23870582 fails=226216356 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23875421 fails=226260286 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23880393 fails=226305460 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23885614 fails=226353552 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23891432 fails=226408280 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23897997 fails=226472530 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23900000 fails=226492560 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23908413 fails=226576690 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23913431 fails=226621994 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23917851 fails=226661406 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23922602 fails=226704676 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23927813 fails=226753230 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23933675 fails=226809642 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23940542 fails=226877512 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23949003 fails=226962122 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23950000 fails=226972092 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23953828 fails=227005220 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23957236 fails=227034998 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23960126 fails=227063066 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23963934 fails=227096548 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23967493 fails=227128970 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23970487 fails=227158210 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23974121 fails=227192604 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23977156 fails=227222270 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23980118 fails=227251746 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23982920 fails=227279766 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23985737 fails=227307936 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23988545 fails=227336016 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23991800 fails=227365362 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23995027 fails=227395684 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=23998756 fails=227427840 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24000000 fails=227440280 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24003772 fails=227473402 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24007095 fails=227504284 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24010369 fails=227535808 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24014092 fails=227570788 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24017098 fails=227600340 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24020307 fails=227632110 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24023176 fails=227660800 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24026071 fails=227689750 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24028972 fails=227718760 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24032362 fails=227749066 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24035564 fails=227779528 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24039328 fails=227812034 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24042874 fails=227843660 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24046236 fails=227875832 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24050000 fails=227910592 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24053840 fails=227946742 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24057035 fails=227978252 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24060434 fails=228011854 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24063488 fails=228042394 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24066602 fails=228073534 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24069687 fails=228104384 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24073598 fails=228138766 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24076817 fails=228168690 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24080506 fails=228202288 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24084479 fails=228237420 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24088140 fails=228271138 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24092137 fails=228309554 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24096182 fails=228348636 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24100000 fails=228385988 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24103408 fails=228420068 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24107177 fails=228457758 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24110922 fails=228495208 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24115114 fails=228531976 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24119222 fails=228568082 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24123077 fails=228603190 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24127259 fails=228642458 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24131486 fails=228682400 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24136802 fails=228733298 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24141986 fails=228784450 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24146922 fails=228833810 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24150000 fails=228864590 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24155405 fails=228913596 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24160142 fails=228955940 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24165195 fails=229001968 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24170651 fails=229053060 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24176345 fails=229107846 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24183728 fails=229180876 avg_perm=0.0166s avg_case=0.0012s
[PROGRESS] perms_done=24191785 fails=229261446 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24197248 fails=229310668 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24200000 fails=229333894 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24205973 fails=229389098 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24212445 fails=229450078 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24219706 fails=229520138 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24229861 fails=229621616 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24236479 fails=229682920 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24242278 fails=229736034 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24248205 fails=229789812 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24250000 fails=229805738 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24257768 fails=229880906 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24267461 fails=229977148 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24275082 fails=230049002 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24280816 fails=230101006 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24287046 fails=230158874 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24293706 fails=230221270 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24300000 fails=230282214 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24310629 fails=230388360 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24316336 fails=230440302 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24319642 fails=230469794 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24322874 fails=230500560 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24326778 fails=230535014 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24330490 fails=230568902 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24333660 fails=230599726 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24337273 fails=230634154 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24340607 fails=230666734 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24343498 fails=230695572 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24346447 fails=230725062 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24349256 fails=230753152 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24350000 fails=230760592 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24352874 fails=230789332 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24356702 fails=230822484 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24360134 fails=230852992 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24363361 fails=230883946 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24367369 fails=230919446 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24371242 fails=230954692 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24374596 fails=230987058 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24378129 fails=231021236 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24381562 fails=231054734 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24384506 fails=231084174 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24387554 fails=231114654 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24390490 fails=231144014 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24393439 fails=231173504 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24397356 fails=231207546 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24400000 fails=231230874 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24403469 fails=231263554 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24407530 fails=231299578 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24411568 fails=231336474 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24415166 fails=231371136 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24418825 fails=231406692 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24422526 fails=231442896 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24425665 fails=231474286 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24428904 fails=231506676 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24432149 fails=231539126 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24435996 fails=231573342 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24439452 fails=231605832 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24443363 fails=231641016 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24447526 fails=231678060 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24450000 fails=231701332 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24454418 fails=231743016 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24458815 fails=231785140 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24462865 fails=231824808 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24466402 fails=231860178 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24470354 fails=231899698 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24474280 fails=231938778 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24478649 fails=231977520 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24483037 fails=232016278 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24487550 fails=232056854 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24492208 fails=232099918 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24496704 fails=232142972 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24500000 fails=232175384 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24505322 fails=232228028 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24510622 fails=232281028 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24515894 fails=232330794 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24521146 fails=232377956 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24526675 fails=232427906 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24532585 fails=232482734 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24539057 fails=232545236 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24547154 fails=232625406 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24550000 fails=232653866 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24556766 fails=232717800 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24562402 fails=232768580 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24568735 fails=232826988 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24575564 fails=232891382 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24583275 fails=232966026 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24594554 fails=233078816 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24600000 fails=233128400 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24605798 fails=233180454 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24612071 fails=233237454 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24620414 fails=233317732 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24630631 fails=233419118 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24638655 fails=233494542 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24645015 fails=233553206 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24650000 fails=233598684 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24657385 fails=233667716 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24667321 fails=233765550 avg_perm=0.0165s avg_case=0.0012s
[PROGRESS] perms_done=24677332 fails=233862296 avg_perm=0.0164s avg_case=0.0012s
